open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,timestamps
101.51,101.5,101.52,101.49,0.0,0.0,1677,17022138.0,0.03,0.02,2025-12-24 14:00:00
101.51,101.55,101.62,101.5,0.05,0.05,2115,21477499.0,0.12,0.02,2025-12-24 14:05:00
101.55,101.55,101.57,101.47,0.0,0.0,2167,21998056.0,0.1,0.02,2025-12-24 14:10:00
101.55,101.48,101.6,101.48,-0.07,-0.07,2449,24863869.0,0.12,0.03,2025-12-24 14:15:00
101.47,101.31,101.49,101.29,-0.17,-0.17,3491,35385055.0,0.2,0.04,2025-12-24 14:20:00
101.31,101.21,101.31,101.21,-0.1,-0.1,3054,30928145.0,0.1,0.03,2025-12-24 14:25:00
101.2,101.27,101.28,101.19,0.06,0.06,2767,28010412.0,0.09,0.03,2025-12-24 14:30:00
101.27,101.39,101.48,101.27,0.12,0.12,4075,41325331.0,0.21,0.05,2025-12-24 14:35:00
101.39,101.31,101.39,101.27,-0.08,-0.08,2298,23284638.0,0.12,0.03,2025-12-24 14:40:00
101.32,101.4,101.41,101.32,0.09,0.09,2847,28859486.0,0.09,0.03,2025-12-24 14:45:00
101.39,101.42,101.44,101.39,0.02,0.02,2630,26671403.0,0.05,0.03,2025-12-24 14:50:00
101.41,101.49,101.52,101.41,0.07,0.07,3499,35507167.0,0.11,0.04,2025-12-24 14:55:00
101.49,101.52,101.53,101.49,0.03,0.03,1715,17414447.0,0.04,0.02,2025-12-24 15:00:00
101.4,101.28,101.4,101.04,-0.24,-0.24,6260,63363184.0,0.35,0.07,2025-12-25 09:35:00
101.27,101.39,101.47,101.25,0.11,0.11,3672,37226935.0,0.22,0.04,2025-12-25 09:40:00
101.38,101.14,101.38,101.14,-0.25,-0.25,4282,43347250.0,0.24,0.05,2025-12-25 09:45:00
101.13,100.99,101.15,100.94,-0.15,-0.15,6939,70117158.0,0.21,0.08,2025-12-25 09:50:00
100.98,101.02,101.04,100.93,0.03,0.03,4109,41492701.0,0.11,0.05,2025-12-25 09:55:00
101.0,100.97,101.11,100.97,-0.05,-0.05,3975,40161929.0,0.14,0.04,2025-12-25 10:00:00
100.99,101.09,101.12,100.91,0.12,0.12,4615,46615957.0,0.21,0.05,2025-12-25 10:05:00
101.1,101.02,101.11,100.99,-0.07,-0.07,2839,28683440.0,0.12,0.03,2025-12-25 10:10:00
101.0,101.05,101.09,101.0,0.03,0.03,2544,25702616.0,0.09,0.03,2025-12-25 10:15:00
101.06,101.01,101.06,100.98,-0.04,-0.04,2489,25142654.0,0.08,0.03,2025-12-25 10:20:00
101.0,100.94,101.01,100.91,-0.07,-0.07,4530,45728696.0,0.1,0.05,2025-12-25 10:25:00
100.94,100.89,100.94,100.86,-0.05,-0.05,4799,48419015.0,0.08,0.05,2025-12-25 10:30:00
100.9,100.91,100.93,100.86,0.02,0.02,4108,41448915.0,0.07,0.05,2025-12-25 10:35:00
100.89,100.84,100.9,100.8,-0.07,-0.07,3742,37733029.0,0.1,0.04,2025-12-25 10:40:00
100.84,100.67,100.84,100.66,-0.17,-0.17,3465,34912242.0,0.18,0.04,2025-12-25 10:45:00
100.66,100.58,100.72,100.58,-0.09,-0.09,4020,40458185.0,0.14,0.04,2025-12-25 10:50:00
100.57,100.55,100.68,100.52,-0.03,-0.03,3260,32793113.0,0.16,0.04,2025-12-25 10:55:00
100.56,100.67,100.67,100.56,0.12,0.12,2709,27254074.0,0.11,0.03,2025-12-25 11:00:00
100.67,100.61,100.67,100.55,-0.06,-0.06,3184,32030999.0,0.12,0.04,2025-12-25 11:05:00
100.61,100.64,100.66,100.6,0.03,0.03,2122,21359336.0,0.06,0.02,2025-12-25 11:10:00
100.64,100.59,100.64,100.57,-0.05,-0.05,2389,24028352.0,0.07,0.03,2025-12-25 11:15:00
100.59,100.58,100.6,100.57,-0.01,-0.01,1860,18707854.0,0.03,0.02,2025-12-25 11:20:00
100.57,100.6,100.6,100.56,0.02,0.02,1855,18657266.0,0.04,0.02,2025-12-25 11:25:00
