股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
603936,12.53,11.88,12.73,11.78,404392,493172862.0,7.64,-4.42,-0.55,6.41,2025-10-14
603936,11.89,12.15,12.18,11.73,282254,338828723.0,3.79,2.27,0.27,4.48,2025-10-15
603936,12.03,12.0,12.15,11.89,196301,235855132.0,2.14,-1.23,-0.15,3.11,2025-10-16
603936,11.99,11.17,11.99,11.15,346887,399119735.0,7.0,-6.92,-0.83,5.5,2025-10-17
603936,11.39,11.46,11.72,11.33,274812,316510262.0,3.49,2.6,0.29,4.36,2025-10-20
603936,11.6,11.88,11.91,11.45,266308,312004838.0,4.01,3.66,0.42,4.22,2025-10-21
603936,11.8,11.83,11.95,11.66,200733,237034661.0,2.44,-0.42,-0.05,3.18,2025-10-22
603936,11.75,11.66,11.79,11.35,197305,226750860.0,3.72,-1.44,-0.17,3.13,2025-10-23
603936,11.81,12.4,12.65,11.73,501191,613813768.0,7.89,6.35,0.74,7.95,2025-10-24
603936,12.11,12.45,12.62,11.87,735866,900058113.0,6.05,0.4,0.05,11.67,2025-10-27
603936,12.25,12.55,12.69,12.17,501930,627551037.0,4.18,0.8,0.1,7.96,2025-10-28
603936,12.59,12.25,12.61,12.14,426789,525166168.0,3.75,-2.39,-0.3,6.77,2025-10-29
603936,12.24,11.94,12.31,11.9,342657,412089404.0,3.35,-2.53,-0.31,5.44,2025-10-30
603936,11.94,11.86,12.1,11.81,273839,326319416.0,2.43,-0.67,-0.08,4.34,2025-10-31
603936,11.79,11.82,11.87,11.53,210290,245995981.0,2.87,-0.34,-0.04,3.34,2025-11-03
603936,11.83,11.67,11.86,11.56,198374,231617556.0,2.54,-1.27,-0.15,3.15,2025-11-04
603936,11.5,11.53,11.63,11.3,217920,250502366.0,2.83,-1.2,-0.14,3.46,2025-11-05
603936,11.62,11.7,11.76,11.46,206727,240409668.0,2.6,1.47,0.17,3.28,2025-11-06
603936,11.59,11.68,12.04,11.3,333312,387745164.0,6.32,-0.17,-0.02,5.29,2025-11-07
603936,11.68,11.94,12.17,11.68,358730,427953431.0,4.2,2.23,0.26,5.69,2025-11-10
