股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
600487,22.02,21.36,22.29,21.23,653565,1403602253.0,4.82,-2.78,-0.61,2.67,2025-11-10
600487,21.46,20.96,21.69,20.9,562707,1189570075.0,3.7,-1.87,-0.4,2.3,2025-11-11
600487,20.97,20.57,21.07,20.37,509062,1052162681.0,3.34,-1.86,-0.39,2.08,2025-11-12
600487,20.6,20.72,20.9,20.5,355203,735565528.0,1.94,0.73,0.15,1.45,2025-11-13
600487,20.52,20.3,20.64,20.3,372037,761064813.0,1.64,-2.03,-0.42,1.52,2025-11-14
600487,20.3,20.13,20.44,19.85,434811,874234671.0,2.91,-0.84,-0.17,1.78,2025-11-17
600487,20.0,20.01,20.28,19.94,305376,613293714.0,1.69,-0.6,-0.12,1.25,2025-11-18
600487,20.12,20.0,20.37,19.94,330079,663709828.0,2.15,-0.05,-0.01,1.35,2025-11-19
600487,20.21,19.64,20.28,19.56,443762,877280872.0,3.6,-1.8,-0.36,1.81,2025-11-20
600487,19.31,18.98,19.44,18.94,563839,1078037071.0,2.55,-3.36,-0.66,2.31,2025-11-21
600487,19.09,19.08,19.26,18.91,335737,640601967.0,1.84,0.53,0.1,1.37,2025-11-24
600487,19.2,19.62,19.91,19.2,509863,1001974691.0,3.72,2.83,0.54,2.09,2025-11-25
600487,19.53,19.98,20.17,19.49,572903,1138986071.0,3.47,1.83,0.36,2.34,2025-11-26
600487,19.9,19.88,20.13,19.67,488582,971693428.0,2.3,-0.5,-0.1,2.0,2025-11-27
600487,19.8,19.78,19.87,19.56,298294,588655556.0,1.56,-0.5,-0.1,1.22,2025-11-28
600487,19.83,20.07,20.25,19.83,476850,957338252.0,2.12,1.47,0.29,1.95,2025-12-01
600487,20.0,19.84,20.01,19.76,328929,653675254.0,1.25,-1.15,-0.23,1.35,2025-12-02
600487,19.91,19.7,20.03,19.68,283946,562945097.0,1.76,-0.71,-0.14,1.16,2025-12-03
600487,19.63,19.82,19.92,19.5,242858,479592831.0,2.13,0.61,0.12,0.99,2025-12-04
600487,19.82,19.98,20.05,19.7,198901,396714246.0,1.77,0.81,0.16,0.81,2025-12-05
