股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
600172,6.17,6.25,6.28,6.1,699946,434795097.0,2.91,1.13,0.07,5.48,2025-11-28
600172,6.21,6.33,6.37,6.18,799820,502187625.0,3.04,1.28,0.08,6.27,2025-12-01
600172,6.27,6.15,6.27,6.12,616120,379359285.0,2.37,-2.84,-0.18,4.83,2025-12-02
600172,6.25,6.77,6.77,6.25,2552406,1700416843.0,8.46,10.08,0.62,20.0,2025-12-03
600172,6.6,6.58,6.71,6.48,2039745,1346114257.0,3.4,-2.81,-0.19,15.98,2025-12-04
600172,6.52,6.64,6.71,6.46,1342161,885422962.0,3.8,0.91,0.06,10.52,2025-12-05
600172,6.57,6.79,6.88,6.57,1528752,1035773670.0,4.67,2.26,0.15,11.98,2025-12-08
600172,6.74,7.01,7.08,6.69,1924745,1323191530.0,5.74,3.24,0.22,15.08,2025-12-09
600172,6.89,6.64,6.89,6.56,1305786,872842016.0,4.71,-5.28,-0.37,10.23,2025-12-10
600172,6.65,6.36,6.73,6.36,968977,629737723.0,5.57,-4.22,-0.28,7.59,2025-12-11
600172,6.31,6.4,6.51,6.31,626896,400655529.0,3.14,0.63,0.04,4.91,2025-12-12
600172,6.31,6.18,6.36,6.11,737170,458964241.0,3.91,-3.44,-0.22,5.78,2025-12-15
600172,6.13,5.66,6.14,5.66,1045524,609506723.0,7.77,-8.41,-0.52,8.19,2025-12-16
600172,5.67,5.83,5.85,5.57,608493,348445869.0,4.95,3.0,0.17,4.77,2025-12-17
600172,5.76,5.71,5.89,5.71,456287,264577932.0,3.09,-2.06,-0.12,3.58,2025-12-18
600172,5.65,5.8,5.82,5.65,481165,276647696.0,2.98,1.58,0.09,3.77,2025-12-19
600172,5.75,5.9,5.95,5.75,565548,333354893.0,3.45,1.72,0.1,4.43,2025-12-22
600172,5.9,6.02,6.24,5.84,905172,551581378.0,6.78,2.03,0.12,7.09,2025-12-23
600172,5.94,6.0,6.05,5.86,613799,364640090.0,3.16,-0.33,-0.02,4.81,2025-12-24
600172,6.05,5.94,6.05,5.91,252586,150371474.0,2.33,-1.0,-0.06,1.98,2025-12-25
