股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
000001,11.44,11.38,11.47,11.37,596402,680158438.95,0.87,-0.61,-0.07,0.31,2025-09-22
000001,11.37,11.52,11.58,11.32,1341430,1543271184.51,2.28,1.23,0.14,0.69,2025-09-23
000001,11.51,11.46,11.62,11.43,1139583,1310214181.06,1.65,-0.52,-0.06,0.59,2025-09-24
000001,11.43,11.4,11.47,11.36,773276,881943147.97,0.96,-0.52,-0.06,0.4,2025-09-25
000001,11.39,11.4,11.44,11.32,753239,856917687.88,1.05,0.0,0.0,0.39,2025-09-26
000001,11.4,11.37,11.48,11.27,1176012,1334456973.74,1.84,-0.26,-0.03,0.61,2025-09-29
000001,11.37,11.34,11.37,11.29,832479,942224081.28,0.7,-0.26,-0.03,0.43,2025-09-30
000001,11.33,11.4,11.41,11.27,1047469,1187061682.96,1.23,0.53,0.06,0.54,2025-10-09
000001,11.37,11.43,11.49,11.36,1087948,1244213512.59,1.14,0.26,0.03,0.56,2025-10-10
000001,11.32,11.4,11.46,11.28,1168802,1328180363.51,1.57,-0.26,-0.03,0.6,2025-10-13
000001,11.39,11.57,11.6,11.36,1843428,2124120304.48,2.11,1.49,0.17,0.95,2025-10-14
000001,11.34,11.4,11.42,11.26,1271061,1443458104.69,1.38,-1.47,-0.17,0.65,2025-10-15
000001,11.38,11.54,11.55,11.36,1261937,1447841584.81,1.67,1.23,0.14,0.65,2025-10-16
000001,11.5,11.4,11.58,11.38,1039666,1193518554.56,1.73,-1.21,-0.14,0.54,2025-10-17
000001,11.41,11.42,11.45,11.27,952641,1081829699.98,1.58,0.18,0.02,0.49,2025-10-20
000001,11.4,11.43,11.47,11.39,761165,869658079.64,0.7,0.09,0.01,0.39,2025-10-21
000001,11.4,11.53,11.54,11.4,743239,853389141.36,1.22,0.87,0.1,0.38,2025-10-22
