timestamps,open,high,low,close,volume,Dividends,Stock Splits
2025-11-11 00:00:00+08:00,18.6200008392334,19.190000534057617,18.350000381469727,19.020000457763672,17598944,0.0,0.0
2025-11-12 00:00:00+08:00,19.31999969482422,19.780000686645508,18.469999313354492,19.469999313354492,30452108,0.0,0.0
2025-11-13 00:00:00+08:00,19.389999389648438,19.93000030517578,18.93000030517578,19.649999618530273,25823080,0.0,0.0
2025-11-14 00:00:00+08:00,19.450000762939453,20.270000457763672,18.920000076293945,18.920000076293945,23006394,0.0,0.0
2025-11-17 00:00:00+08:00,18.969999313354492,19.010000228881836,18.450000762939453,18.670000076293945,17188747,0.0,0.0
2025-11-18 00:00:00+08:00,18.520000457763672,20.540000915527344,18.43000030517578,20.540000915527344,29983647,0.0,0.0
2025-11-19 00:00:00+08:00,20.989999771118164,21.68000030517578,20.270000457763672,20.8799991607666,69554373,0.0,0.0
2025-11-20 00:00:00+08:00,20.6299991607666,21.09000015258789,19.780000686645508,20.5,39044002,0.0,0.0
2025-11-21 00:00:00+08:00,20.280000686645508,22.399999618530273,20.280000686645508,20.8799991607666,58209801,0.0,0.0
2025-11-24 00:00:00+08:00,20.649999618530273,22.0,19.360000610351562,21.700000762939453,55453111,0.0,0.0
2025-11-25 00:00:00+08:00,21.399999618530273,22.559999465942383,21.25,21.510000228881836,60662621,0.0,0.0
2025-11-26 00:00:00+08:00,20.8799991607666,22.43000030517578,20.579999923706055,20.84000015258789,39247643,0.0,0.0
2025-11-27 00:00:00+08:00,20.639999389648438,21.600000381469727,20.200000762939453,21.0,30497876,0.0,0.0
2025-11-28 00:00:00+08:00,20.610000610351562,20.989999771118164,20.079999923706055,20.209999084472656,25738868,0.0,0.0
2025-12-01 00:00:00+08:00,20.610000610351562,22.229999542236328,20.200000762939453,21.110000610351562,51392907,0.0,0.0
2025-12-02 00:00:00+08:00,20.709999084472656,20.989999771118164,20.139999389648438,20.6200008392334,34638342,0.0,0.0
2025-12-03 00:00:00+08:00,20.5,20.59000015258789,18.959999084472656,19.309999465942383,30402410,0.0,0.0
2025-12-04 00:00:00+08:00,19.030000686645508,19.059999465942383,18.15999984741211,18.170000076293945,20261878,0.0,0.0
2025-12-05 00:00:00+08:00,18.149999618530273,18.56999969482422,18.010000228881836,18.530000686645508,12293574,0.0,0.0
2025-12-08 00:00:00+08:00,18.149999618530273,18.93000030517578,18.440000534057617,18.90999984741211,9186393,0.0,0.0
