股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
600941,108.04,107.7,108.4,107.61,79618,859178697.0,0.73,-0.51,-0.55,0.88,2025-11-28
600941,106.7,107.05,107.33,106.51,176233,1882464441.0,0.76,-0.6,-0.65,1.95,2025-12-01
600941,106.87,107.35,107.6,106.78,104787,1124172308.0,0.77,0.28,0.3,1.16,2025-12-02
600941,107.35,106.64,107.65,106.52,103647,1107982394.0,1.05,-0.66,-0.71,1.15,2025-12-03
600941,106.68,106.11,106.94,105.92,117539,1248611438.0,0.96,-0.5,-0.53,1.3,2025-12-04
600941,106.2,105.47,106.33,105.05,146012,1539924441.0,1.21,-0.6,-0.64,1.62,2025-12-05
600941,105.47,104.51,105.6,104.42,194374,2037723420.0,1.12,-0.91,-0.96,2.15,2025-12-08
600941,104.49,104.92,105.0,104.42,101809,1067026553.0,0.55,0.39,0.41,1.13,2025-12-09
600941,104.77,104.7,105.0,104.46,67077,702205941.0,0.51,-0.21,-0.22,0.74,2025-12-10
600941,104.7,104.31,104.86,104.29,83739,874640054.0,0.54,-0.37,-0.39,0.93,2025-12-11
600941,104.31,104.36,104.48,103.92,159452,1660186120.0,0.54,0.05,0.05,1.77,2025-12-12
600941,104.4,102.81,104.44,102.8,195471,2020734691.0,1.57,-1.49,-1.55,2.17,2025-12-15
600941,102.8,102.99,103.25,102.11,109069,1119272226.0,1.11,0.18,0.18,1.21,2025-12-16
600941,102.9,102.31,102.9,101.8,119595,1222268013.0,1.07,-0.66,-0.68,1.32,2025-12-17
600941,102.2,101.9,102.54,101.8,97917,999468910.0,0.72,-0.4,-0.41,1.08,2025-12-18
600941,102.01,102.16,102.43,101.86,88207,900904764.0,0.56,0.26,0.26,0.98,2025-12-19
600941,102.01,101.16,102.26,100.86,205924,2085607728.0,1.37,-0.98,-1.0,2.28,2025-12-22
600941,101.0,100.99,101.29,100.82,127708,1289364532.0,0.46,-0.17,-0.17,1.41,2025-12-23
600941,100.94,101.52,101.94,100.1,164374,1658984681.0,1.82,0.52,0.53,1.82,2025-12-24
600941,101.4,100.61,101.47,100.52,83931,847034902.0,0.94,-0.9,-0.91,0.93,2025-12-25
