timestamps,open,high,low,close,volume,Dividends,Stock Splits
2025-11-07 09:40:00+08:00,12.4399995803833,12.460000038146973,12.399999618530273,12.420000076293945,1561000,0.0,0.0
2025-11-07 09:45:00+08:00,12.420000076293945,12.449999809265137,12.40999984741211,12.420000076293945,1374200,0.0,0.0
2025-11-07 09:50:00+08:00,12.420000076293945,12.4399995803833,12.40999984741211,12.40999984741211,1132100,0.0,0.0
2025-11-07 09:55:00+08:00,12.420000076293945,12.460000038146973,12.420000076293945,12.4399995803833,1588800,0.0,0.0
2025-11-07 10:00:00+08:00,12.4399995803833,12.449999809265137,12.420000076293945,12.449999809265137,912015,0.0,0.0
2025-11-07 10:05:00+08:00,12.449999809265137,12.739999771118164,12.4399995803833,12.699999809265137,5953822,0.0,0.0
2025-11-07 10:10:00+08:00,12.699999809265137,12.720000267028809,12.609999656677246,12.630000114440918,10473380,0.0,0.0
2025-11-07 10:15:00+08:00,12.630000114440918,12.649999618530273,12.579999923706055,12.619999885559082,3399738,0.0,0.0
2025-11-07 10:20:00+08:00,12.609999656677246,12.65999984741211,12.609999656677246,12.619999885559082,3423530,0.0,0.0
2025-11-07 10:25:00+08:00,12.609999656677246,12.649999618530273,12.609999656677246,12.630000114440918,1270971,0.0,0.0
2025-11-07 10:30:00+08:00,12.630000114440918,12.640000343322754,12.59000015258789,12.630000114440918,1831126,0.0,0.0
2025-11-07 10:35:00+08:00,12.619999885559082,12.680000305175781,12.619999885559082,12.670000076293945,2188138,0.0,0.0
2025-11-07 10:40:00+08:00,12.670000076293945,12.899999618530273,12.65999984741211,12.8100004196167,15524484,0.0,0.0
2025-11-07 10:45:00+08:00,12.8100004196167,12.920000076293945,12.800000190734863,12.8100004196167,8277246,0.0,0.0
2025-11-07 10:50:00+08:00,12.800000190734863,12.819999694824219,12.760000228881836,12.789999961853027,4733700,0.0,0.0
2025-11-07 10:55:00+08:00,12.789999961853027,12.789999961853027,12.739999771118164,12.789999961853027,2134938,0.0,0.0
2025-11-07 11:00:00+08:00,12.800000190734863,12.800000190734863,12.729999542236328,12.770000457763672,2138162,0.0,0.0
2025-11-07 11:05:00+08:00,12.770000457763672,12.829999923706055,12.770000457763672,12.779999732971191,2800541,0.0,0.0
2025-11-07 11:10:00+08:00,12.779999732971191,12.8100004196167,12.760000228881836,12.789999961853027,2275834,0.0,0.0
2025-11-07 11:15:00+08:00,12.789999961853027,12.819999694824219,12.75,12.800000190734863,2372894,0.0,0.0
2025-11-07 11:20:00+08:00,12.800000190734863,12.800000190734863,12.75,12.760000228881836,1255583,0.0,0.0
2025-11-07 11:25:00+08:00,12.75,12.760000228881836,12.720000267028809,12.739999771118164,1252867,0.0,0.0
2025-11-07 13:00:00+08:00,12.739999771118164,12.75,12.680000305175781,12.6899995803833,2306500,0.0,0.0
2025-11-07 13:05:00+08:00,12.6899995803833,12.6899995803833,12.649999618530273,12.649999618530273,1353400,0.0,0.0
2025-11-07 13:10:00+08:00,12.65999984741211,12.680000305175781,12.649999618530273,12.65999984741211,1043500,0.0,0.0
2025-11-07 13:15:00+08:00,12.649999618530273,12.65999984741211,12.619999885559082,12.630000114440918,1213400,0.0,0.0
2025-11-07 13:20:00+08:00,12.630000114440918,12.670000076293945,12.630000114440918,12.65999984741211,942200,0.0,0.0
2025-11-07 13:25:00+08:00,12.65999984741211,12.65999984741211,12.619999885559082,12.619999885559082,1233200,0.0,0.0
2025-11-07 13:30:00+08:00,12.630000114440918,12.680000305175781,12.619999885559082,12.670000076293945,1035459,0.0,0.0
2025-11-07 13:35:00+08:00,12.670000076293945,12.6899995803833,12.649999618530273,12.649999618530273,817400,0.0,0.0
2025-11-07 13:40:00+08:00,12.640000343322754,12.670000076293945,12.640000343322754,12.640000343322754,548420,0.0,0.0
2025-11-07 13:45:00+08:00,12.640000343322754,12.649999618530273,12.619999885559082,12.619999885559082,779800,0.0,0.0
2025-11-07 13:50:00+08:00,12.630000114440918,12.640000343322754,12.609999656677246,12.619999885559082,1082096,0.0,0.0
2025-11-07 13:55:00+08:00,12.619999885559082,12.630000114440918,12.609999656677246,12.619999885559082,705497,0.0,0.0
2025-11-07 14:00:00+08:00,12.619999885559082,12.649999618530273,12.619999885559082,12.640000343322754,775200,0.0,0.0
2025-11-07 14:05:00+08:00,12.630000114440918,12.640000343322754,12.630000114440918,12.630000114440918,90900,0.0,0.0
