股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
600977,17.75,16.88,17.75,16.88,1058851,1814344628.0,4.64,-9.97,-1.87,5.67,2025-09-22
600977,16.05,15.47,16.8,15.28,1237982,1962728866.0,9.0,-8.35,-1.41,6.63,2025-09-23
600977,15.31,15.4,15.84,15.19,750277,1162445313.0,4.2,-0.45,-0.07,4.02,2025-09-24
600977,15.32,15.55,15.85,15.14,892630,1378634131.0,4.61,0.97,0.15,4.78,2025-09-25
600977,15.4,14.95,15.49,14.88,604239,910804191.0,3.92,-3.86,-0.6,3.24,2025-09-26
600977,14.88,15.43,15.47,14.88,575004,879488348.0,3.95,3.21,0.48,3.08,2025-09-29
600977,15.58,15.64,15.89,15.25,684203,1062407818.0,4.15,1.36,0.21,3.66,2025-09-30
600977,14.73,14.08,14.75,14.08,525916,747004149.0,4.28,-9.97,-1.56,2.82,2025-10-09
600977,13.78,13.67,14.18,13.65,703620,970392384.0,3.76,-2.91,-0.41,3.77,2025-10-10
600977,13.17,13.62,13.66,13.05,494665,662562081.0,4.46,-0.37,-0.05,2.65,2025-10-13
600977,13.63,13.46,13.84,13.42,390606,532163497.0,3.08,-1.17,-0.16,2.09,2025-10-14
600977,13.61,13.67,13.68,13.48,287702,391416130.0,1.49,1.56,0.21,1.54,2025-10-15
600977,13.73,13.5,13.73,13.46,261890,355397523.0,1.98,-1.24,-0.17,1.4,2025-10-16
600977,13.5,13.24,13.58,13.2,259971,347573091.0,2.81,-1.93,-0.26,1.39,2025-10-17
600977,13.26,13.45,13.5,13.26,240843,323025276.0,1.81,1.59,0.21,1.29,2025-10-20
600977,13.45,13.62,13.65,13.39,242083,328076403.0,1.93,1.26,0.17,1.3,2025-10-21
