timestamps,open,high,low,close,volume,Dividends,Stock Splits
2025-11-10 00:00:00+08:00,8.0600004196167,8.180000305175781,8.010000228881836,8.069999694824219,11463406,0.0,0.0
2025-11-11 00:00:00+08:00,8.079999923706055,8.170000076293945,8.039999961853027,8.100000381469727,12372594,0.0,0.0
2025-11-12 00:00:00+08:00,8.100000381469727,8.329999923706055,8.010000228881836,8.140000343322754,22690291,0.0,0.0
2025-11-13 00:00:00+08:00,8.149999618530273,8.399999618530273,8.149999618530273,8.3100004196167,19908678,0.0,0.0
2025-11-14 00:00:00+08:00,8.75,9.140000343322754,8.630000114440918,9.140000343322754,64732168,0.0,0.0
2025-11-17 00:00:00+08:00,9.079999923706055,9.609999656677246,8.869999885559082,9.5,86282611,0.0,0.0
2025-11-18 00:00:00+08:00,9.350000381469727,9.449999809265137,8.970000267028809,9.170000076293945,52032869,0.0,0.0
2025-11-19 00:00:00+08:00,9.100000381469727,9.65999984741211,9.010000228881836,9.260000228881836,47661273,0.0,0.0
2025-11-20 00:00:00+08:00,9.149999618530273,9.699999809265137,9.0600004196167,9.59000015258789,67552145,0.0,0.0
2025-11-21 00:00:00+08:00,9.399999618530273,9.470000267028809,8.819999694824219,8.979999542236328,50483707,0.0,0.0
2025-11-24 00:00:00+08:00,9.079999923706055,9.100000381469727,8.079999923706055,8.15999984741211,45683165,0.0,0.0
2025-11-25 00:00:00+08:00,8.050000190734863,8.59000015258789,8.050000190734863,8.420000076293945,38464025,0.0,0.0
2025-11-26 00:00:00+08:00,8.4399995803833,8.470000267028809,8.220000267028809,8.300000190734863,26295729,0.0,0.0
2025-11-27 00:00:00+08:00,8.239999771118164,8.470000267028809,8.239999771118164,8.300000190734863,24628403,0.0,0.0
2025-11-28 00:00:00+08:00,8.260000228881836,8.449999809265137,8.15999984741211,8.300000190734863,21610363,0.0,0.0
2025-12-01 00:00:00+08:00,8.279999732971191,8.520000457763672,8.25,8.4399995803833,23134381,0.0,0.0
2025-12-02 00:00:00+08:00,8.399999618530273,8.430000305175781,8.15999984741211,8.1899995803833,17583024,0.0,0.0
2025-12-03 00:00:00+08:00,8.220000267028809,8.270000457763672,8.010000228881836,8.239999771118164,18595883,0.0,0.0
2025-12-04 00:00:00+08:00,8.40999984741211,9.0600004196167,8.369999885559082,9.0600004196167,62373359,0.0,0.0
2025-12-05 00:00:00+08:00,9.0600004196167,9.34000015258789,8.15999984741211,8.1899995803833,82987340,0.0,0.0
