timestamps,open,high,low,close,volume,Dividends,Stock Splits
2025-10-14 00:00:00+08:00,6.25,6.340000152587891,6.119999885559082,6.139999866485596,18420335,0.0,0.0
2025-10-15 00:00:00+08:00,6.150000095367432,6.25,6.130000114440918,6.25,13044032,0.0,0.0
2025-10-16 00:00:00+08:00,6.21999979019165,6.25,6.119999885559082,6.159999847412109,11768545,0.0,0.0
2025-10-17 00:00:00+08:00,6.170000076293945,6.170000076293945,5.949999809265137,5.960000038146973,16209290,0.0,0.0
2025-10-20 00:00:00+08:00,6.010000228881836,6.059999942779541,6.010000228881836,6.059999942779541,9021204,0.0,0.0
2025-10-21 00:00:00+08:00,6.070000171661377,6.170000076293945,6.050000190734863,6.170000076293945,10095856,0.0,0.0
2025-10-22 00:00:00+08:00,6.170000076293945,6.480000019073486,6.139999866485596,6.300000190734863,34273492,0.0,0.0
2025-10-23 00:00:00+08:00,6.269999980926514,6.369999885559082,6.159999847412109,6.269999980926514,15632400,0.0,0.0
2025-10-24 00:00:00+08:00,6.260000228881836,6.300000190734863,6.25,6.269999980926514,10241582,0.0,0.0
2025-10-27 00:00:00+08:00,6.300000190734863,6.329999923706055,6.230000019073486,6.309999942779541,11870370,0.0,0.0
2025-10-28 00:00:00+08:00,6.300000190734863,6.400000095367432,6.25,6.289999961853027,15933194,0.0,0.0
2025-10-29 00:00:00+08:00,6.25,6.440000057220459,6.190000057220459,6.400000095367432,34825187,0.0,0.0
2025-10-30 00:00:00+08:00,6.349999904632568,6.590000152587891,6.329999923706055,6.409999847412109,31740546,0.0,0.0
2025-10-31 00:00:00+08:00,6.360000133514404,6.46999979019165,6.320000171661377,6.360000133514404,23531828,0.0,0.0
2025-11-03 00:00:00+08:00,6.360000133514404,6.449999809265137,6.300000190734863,6.409999847412109,19259446,0.0,0.0
2025-11-04 00:00:00+08:00,6.5,6.619999885559082,6.409999847412109,6.429999828338623,25280670,0.0,0.0
2025-11-05 00:00:00+08:00,6.489999771118164,6.550000190734863,6.360000133514404,6.460000038146973,20277513,0.0,0.0
2025-11-06 00:00:00+08:00,6.449999809265137,6.579999923706055,6.409999847412109,6.559999942779541,22117271,0.0,0.0
2025-11-07 00:00:00+08:00,6.53000020980835,6.630000114440918,6.5,6.599999904632568,23716895,0.0,0.0
2025-11-10 00:00:00+08:00,6.53000020980835,6.960000038146973,6.539999961853027,6.809999942779541,51550577,0.0,0.0
