open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,timestamps
133.6,133.06,133.6,132.91,-0.4,-0.53,21548,286882327.0,0.52,0.11,2025-10-28 14:30:00
133.1,132.8,133.59,132.7,-0.2,-0.26,28135,374221850.0,0.67,0.14,2025-10-28 14:45:00
132.79,132.69,133.0,132.67,-0.08,-0.11,41968,557332211.0,0.25,0.21,2025-10-28 15:00:00
132.0,133.27,133.67,131.57,0.44,0.58,87595,1162182821.0,1.58,0.44,2025-10-29 09:45:00
133.29,133.59,134.53,132.46,0.24,0.32,77079,1029304689.0,1.55,0.39,2025-10-29 10:00:00
133.5,132.28,133.85,132.01,-0.98,-1.31,62933,835999931.0,1.38,0.31,2025-10-29 10:15:00
132.31,131.36,132.32,131.2,-0.7,-0.92,70566,930103175.0,0.85,0.35,2025-10-29 10:30:00
131.38,131.76,131.8,131.21,0.3,0.4,33934,446127184.0,0.45,0.17,2025-10-29 10:45:00
131.71,131.93,132.4,131.65,0.13,0.17,31952,421758924.0,0.57,0.16,2025-10-29 11:00:00
131.88,131.56,132.03,131.56,-0.28,-0.37,27235,358857607.0,0.36,0.14,2025-10-29 11:15:00
131.02,131.78,131.78,130.96,0.53,0.7,23073,302925349.0,0.63,0.12,2025-10-29 13:15:00
131.78,131.56,131.82,131.42,-0.17,-0.22,17329,228052544.0,0.3,0.09,2025-10-29 13:30:00
131.57,132.53,132.69,131.53,0.74,0.97,30820,407268786.0,0.88,0.15,2025-10-29 13:45:00
132.55,132.04,132.58,131.7,-0.37,-0.49,21107,278915913.0,0.66,0.11,2025-10-29 14:00:00
132.02,133.21,133.45,131.9,0.89,1.17,39221,520833969.0,1.17,0.2,2025-10-29 14:15:00
133.2,132.4,133.33,132.37,-0.61,-0.81,27148,360544490.0,0.72,0.14,2025-10-29 14:30:00
132.4,132.84,132.93,132.4,0.33,0.44,26179,347414570.0,0.4,0.13,2025-10-29 14:45:00
132.83,133.0,133.03,132.81,0.12,0.16,51278,681733437.0,0.17,0.26,2025-10-29 15:00:00
133.0,131.02,133.0,130.84,-1.49,-1.98,100554,1325904677.0,1.62,0.5,2025-10-30 09:45:00
130.99,131.0,131.2,128.93,-0.02,-0.02,124965,1622652972.0,1.73,0.62,2025-10-30 10:00:00
130.98,131.14,131.16,130.03,0.11,0.14,37109,484702861.0,0.86,0.19,2025-10-30 10:15:00
131.01,131.24,131.52,130.81,0.08,0.1,27230,357241859.0,0.54,0.14,2025-10-30 10:30:00
131.22,130.8,131.87,130.8,-0.34,-0.44,24745,324992499.0,0.82,0.12,2025-10-30 10:45:00
130.8,130.99,131.66,130.8,0.15,0.19,15366,201538189.0,0.66,0.08,2025-10-30 11:00:00
131.0,130.31,131.29,130.2,-0.52,-0.68,21609,282348545.0,0.83,0.11,2025-10-30 11:15:00
130.5,129.55,130.5,129.0,-0.74,-0.97,57164,740681930.0,1.15,0.29,2025-10-30 13:15:00
129.56,130.11,131.08,129.24,0.43,0.56,44433,578417665.0,1.42,0.22,2025-10-30 13:30:00
130.1,130.16,130.65,129.86,0.04,0.05,22022,286713825.0,0.61,0.11,2025-10-30 13:45:00
130.21,130.0,130.25,129.88,-0.12,-0.16,19623,255129067.0,0.28,0.1,2025-10-30 14:00:00
130.0,129.26,130.08,129.22,-0.57,-0.74,30484,394902496.0,0.66,0.15,2025-10-30 14:15:00
129.23,129.1,129.49,129.0,-0.12,-0.16,36269,468327122.0,0.38,0.18,2025-10-30 14:30:00
129.09,128.92,129.42,128.92,-0.14,-0.18,42908,554025364.0,0.39,0.21,2025-10-30 14:45:00
128.91,128.55,129.27,128.51,-0.29,-0.37,72883,938992778.0,0.59,0.36,2025-10-30 15:00:00
