股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
002418,4.6,4.63,4.73,4.51,954021,442725958.8,4.78,0.65,0.03,8.4,2025-09-29
002418,4.63,4.52,4.69,4.47,1343085,612360774.0,4.75,-2.38,-0.11,11.82,2025-09-30
002418,4.55,4.72,4.87,4.53,1310725,621124516.18,7.52,4.42,0.2,11.53,2025-10-09
002418,4.64,4.67,4.8,4.61,852804,399712621.0,4.03,-1.06,-0.05,7.5,2025-10-10
002418,4.4,4.7,4.72,4.35,856640,389751848.67,7.92,0.64,0.03,7.54,2025-10-13
002418,4.71,4.51,4.79,4.5,847321,392670921.25,6.17,-4.04,-0.19,7.46,2025-10-14
002418,4.52,4.53,4.56,4.43,571336,256018204.67,2.88,0.44,0.02,5.03,2025-10-15
002418,4.49,4.32,4.5,4.31,689755,302057206.0,4.19,-4.64,-0.21,6.07,2025-10-16
002418,4.34,4.14,4.38,4.14,606377,256447040.32,5.56,-4.17,-0.18,5.34,2025-10-17
002418,4.2,4.19,4.22,4.16,323641,135694797.0,1.45,1.21,0.05,2.85,2025-10-20
002418,4.2,4.27,4.28,4.15,380484,161427369.0,3.1,1.91,0.08,3.35,2025-10-21
002418,4.25,4.26,4.31,4.22,305435,130218861.0,2.11,-0.23,-0.01,2.69,2025-10-22
002418,4.25,4.25,4.27,4.16,324390,136220517.0,2.58,-0.23,-0.01,2.85,2025-10-23
002418,4.25,4.24,4.29,4.22,293468,124826069.0,1.65,-0.24,-0.01,2.58,2025-10-24
002418,4.28,4.23,4.31,4.21,370450,157274563.83,2.36,-0.24,-0.01,3.26,2025-10-27
002418,4.23,4.29,4.3,4.19,430253,183287063.33,2.6,1.42,0.06,3.79,2025-10-28
002418,4.72,4.72,4.72,4.72,428990,202483388.56,0.0,10.02,0.43,3.78,2025-10-29
002418,5.15,5.19,5.19,4.81,2150287,1095777530.52,8.05,9.96,0.47,18.92,2025-10-30
002418,4.94,4.75,4.94,4.69,2651754,1267690586.75,4.82,-8.48,-0.44,23.33,2025-10-31
002418,4.75,4.84,4.88,4.66,1093544,524755643.57,4.63,1.89,0.09,9.62,2025-11-03
