open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,timestamps
48.85,48.66,48.85,48.66,-0.41,-0.2,9349,45554459.0,0.39,0.13,2025-11-07 10:20:00
48.66,48.71,48.75,48.6,0.1,0.05,6706,32623925.0,0.31,0.09,2025-11-07 10:25:00
48.72,48.8,48.81,48.7,0.18,0.09,4424,21568684.0,0.23,0.06,2025-11-07 10:30:00
48.81,49.0,49.06,48.78,0.41,0.2,7505,36696690.0,0.57,0.1,2025-11-07 10:35:00
49.0,48.95,49.0,48.88,-0.1,-0.05,4288,20983054.0,0.24,0.06,2025-11-07 10:40:00
48.94,48.83,48.94,48.83,-0.25,-0.12,3497,17093338.0,0.22,0.05,2025-11-07 10:45:00
48.83,48.71,48.83,48.7,-0.25,-0.12,4824,23511137.0,0.27,0.07,2025-11-07 10:50:00
48.7,48.73,48.74,48.7,0.04,0.02,3920,19098942.0,0.08,0.05,2025-11-07 10:55:00
48.74,48.94,48.94,48.73,0.43,0.21,2544,12422817.0,0.43,0.04,2025-11-07 11:00:00
48.94,49.32,49.32,48.93,0.78,0.38,5096,25001508.0,0.8,0.07,2025-11-07 11:05:00
49.33,49.16,49.33,49.14,-0.32,-0.16,3640,17919389.0,0.39,0.05,2025-11-07 11:10:00
49.16,49.08,49.16,49.01,-0.16,-0.08,2653,13015813.0,0.31,0.04,2025-11-07 11:15:00
49.1,49.0,49.12,49.0,-0.16,-0.08,2689,13192745.0,0.24,0.04,2025-11-07 11:20:00
49.0,48.92,49.01,48.91,-0.16,-0.08,2229,10915265.0,0.2,0.03,2025-11-07 11:25:00
49.03,49.25,49.25,48.9,0.43,0.21,4367,21417000.0,0.71,0.06,2025-11-07 13:05:00
49.27,48.96,49.27,48.96,-0.59,-0.29,2949,14487997.0,0.63,0.04,2025-11-07 13:10:00
48.96,48.95,49.0,48.9,-0.02,-0.01,2865,14021183.0,0.2,0.04,2025-11-07 13:15:00
48.95,49.08,49.08,48.9,0.27,0.13,3427,16770786.0,0.37,0.05,2025-11-07 13:20:00
49.08,48.92,49.12,48.91,-0.33,-0.16,2520,12343483.0,0.43,0.03,2025-11-07 13:25:00
48.93,48.92,49.03,48.9,0.0,0.0,2522,12343009.0,0.27,0.03,2025-11-07 13:30:00
48.91,49.04,49.19,48.91,0.25,0.12,3565,17495499.0,0.57,0.05,2025-11-07 13:35:00
49.05,49.02,49.18,49.01,-0.04,-0.02,2099,10301351.0,0.35,0.03,2025-11-07 13:40:00
49.01,49.01,49.12,49.0,-0.02,-0.01,3103,15217785.0,0.24,0.04,2025-11-07 13:45:00
49.0,48.91,49.01,48.91,-0.2,-0.1,3892,19056489.0,0.2,0.05,2025-11-07 13:50:00
48.91,48.93,49.03,48.9,0.04,0.02,3055,14958178.0,0.27,0.04,2025-11-07 13:55:00
48.93,48.92,48.99,48.89,-0.02,-0.01,4464,21832735.0,0.2,0.06,2025-11-07 14:00:00
48.93,48.98,49.04,48.91,0.12,0.06,3066,15016240.0,0.27,0.04,2025-11-07 14:05:00
48.97,48.9,48.98,48.89,-0.16,-0.08,3712,18158068.0,0.18,0.05,2025-11-07 14:10:00
48.89,48.93,48.97,48.89,0.06,0.03,2484,12152101.0,0.16,0.03,2025-11-07 14:15:00
48.93,49.01,49.04,48.92,0.16,0.08,3897,19085930.0,0.25,0.05,2025-11-07 14:20:00
49.02,49.01,49.1,48.95,0.0,0.0,4145,20321284.0,0.31,0.06,2025-11-07 14:25:00
49.0,49.01,49.05,49.0,0.0,0.0,3032,14863796.0,0.1,0.04,2025-11-07 14:30:00
49.02,49.0,49.13,49.0,-0.02,-0.01,4330,21234883.0,0.27,0.06,2025-11-07 14:35:00
49.0,48.94,49.02,48.92,-0.12,-0.06,5351,26205726.0,0.2,0.07,2025-11-07 14:40:00
48.93,48.91,48.95,48.9,-0.06,-0.03,7505,36710807.0,0.1,0.1,2025-11-07 14:45:00
48.91,48.91,48.91,48.91,0.0,0.0,444,2171773.0,0.0,0.01,2025-11-07 14:50:00
