股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
601689,63.81,63.43,64.34,62.02,384559,2429376123.0,3.65,-0.24,-0.15,2.21,2025-11-11
601689,63.58,62.13,64.01,61.8,297338,1864869529.0,3.48,-2.05,-1.3,1.71,2025-11-12
601689,61.83,62.28,63.18,61.66,258040,1608234417.0,2.45,0.24,0.15,1.48,2025-11-13
601689,61.0,61.17,62.99,60.51,255616,1571021717.0,3.98,-1.78,-1.11,1.47,2025-11-14
601689,60.66,61.21,62.0,60.11,208357,1273857147.0,3.09,0.07,0.04,1.2,2025-11-17
601689,61.06,60.94,61.66,60.6,184942,1130647125.0,1.73,-0.44,-0.27,1.06,2025-11-18
601689,60.92,60.47,61.27,60.18,149180,904506654.0,1.79,-0.77,-0.47,0.86,2025-11-19
601689,60.8,59.82,61.1,59.68,168570,1011884211.0,2.35,-1.07,-0.65,0.97,2025-11-20
601689,58.3,60.32,61.68,58.3,391485,2362397996.0,5.65,0.84,0.5,2.25,2025-11-21
601689,60.34,61.35,61.99,59.09,290730,1762709082.0,4.81,1.71,1.03,1.67,2025-11-24
601689,62.25,61.58,62.94,61.3,279186,1736499320.0,2.67,0.37,0.23,1.61,2025-11-25
601689,61.2,62.81,63.69,60.6,342075,2146712070.0,5.02,2.0,1.23,1.97,2025-11-26
601689,62.8,62.27,63.85,62.06,255762,1608622694.0,2.85,-0.86,-0.54,1.47,2025-11-27
601689,62.35,63.01,63.4,61.33,265523,1659711744.0,3.32,1.19,0.74,1.53,2025-11-28
601689,63.8,65.9,66.27,63.27,462795,3024736176.0,4.76,4.59,2.89,2.66,2025-12-01
601689,65.6,64.28,65.9,63.72,263482,1703263565.0,3.31,-2.46,-1.62,1.52,2025-12-02
601689,64.7,64.53,65.66,64.24,208486,1351370473.0,2.21,0.39,0.25,1.2,2025-12-03
601689,67.99,66.7,68.5,65.77,575076,3867088684.0,4.23,3.36,2.17,3.31,2025-12-04
601689,66.87,68.0,68.0,66.12,302656,2039124366.0,2.82,1.95,1.3,1.74,2025-12-05
601689,67.76,68.73,68.98,66.85,259103,1757802660.0,3.13,1.07,0.73,1.49,2025-12-08
