open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,timestamps
6.86,6.85,6.86,6.85,-0.15,-0.01,2248,1541983.0,0.15,0.04,2025-12-04 14:00:00
6.85,6.85,6.86,6.85,0.0,0.0,657,450275.0,0.15,0.01,2025-12-04 14:05:00
6.85,6.86,6.86,6.85,0.15,0.01,2919,2001953.0,0.15,0.05,2025-12-04 14:10:00
6.85,6.85,6.86,6.85,-0.15,-0.01,992,679780.0,0.15,0.02,2025-12-04 14:15:00
6.85,6.83,6.85,6.83,-0.29,-0.02,5985,4096068.0,0.29,0.1,2025-12-04 14:20:00
6.83,6.84,6.84,6.83,0.15,0.01,1668,1140162.0,0.15,0.03,2025-12-04 14:25:00
6.83,6.84,6.84,6.83,0.0,0.0,2816,1924388.0,0.15,0.05,2025-12-04 14:30:00
6.84,6.83,6.85,6.83,-0.15,-0.01,4485,3067641.0,0.29,0.07,2025-12-04 14:35:00
6.83,6.83,6.84,6.83,0.0,0.0,2245,1534436.0,0.15,0.04,2025-12-04 14:40:00
6.84,6.83,6.84,6.82,0.0,0.0,5409,3694458.0,0.29,0.09,2025-12-04 14:45:00
6.83,6.82,6.83,6.82,-0.15,-0.01,3658,2495713.0,0.15,0.06,2025-12-04 14:50:00
6.82,6.83,6.83,6.81,0.15,0.01,5776,3939753.0,0.29,0.09,2025-12-04 14:55:00
6.83,6.82,6.85,6.82,-0.15,-0.01,3039,2076441.0,0.44,0.05,2025-12-04 15:00:00
6.83,6.82,6.84,6.8,0.0,0.0,5300,3608939.0,0.59,0.09,2025-12-05 09:35:00
6.81,6.82,6.84,6.81,0.0,0.0,3690,2517854.0,0.44,0.06,2025-12-05 09:40:00
6.83,6.86,6.87,6.81,0.59,0.04,4141,2830339.0,0.88,0.07,2025-12-05 09:45:00
6.86,6.82,6.87,6.82,-0.58,-0.04,5285,3613406.0,0.73,0.09,2025-12-05 09:50:00
6.83,6.84,6.85,6.81,0.29,0.02,1980,1352458.0,0.59,0.03,2025-12-05 09:55:00
6.84,6.86,6.86,6.84,0.29,0.02,628,430045.0,0.29,0.01,2025-12-05 10:00:00
6.84,6.85,6.86,6.84,-0.15,-0.01,641,439002.0,0.29,0.01,2025-12-05 10:05:00
6.86,6.85,6.86,6.85,0.0,0.0,914,626356.0,0.15,0.01,2025-12-05 10:10:00
6.85,6.86,6.86,6.85,0.15,0.01,1633,1119848.0,0.15,0.03,2025-12-05 10:15:00
6.85,6.85,6.86,6.85,-0.15,-0.01,1698,1163139.0,0.15,0.03,2025-12-05 10:20:00
6.87,6.86,6.87,6.86,0.15,0.01,1722,1181834.0,0.15,0.03,2025-12-05 10:25:00
6.86,6.86,6.89,6.86,0.0,0.0,4477,3077467.0,0.44,0.07,2025-12-05 10:30:00
6.86,6.87,6.88,6.86,0.15,0.01,4307,2960176.0,0.29,0.07,2025-12-05 10:35:00
6.87,6.86,6.87,6.86,-0.15,-0.01,1828,1255806.0,0.15,0.03,2025-12-05 10:40:00
6.86,6.87,6.87,6.86,0.15,0.01,1092,750128.0,0.15,0.02,2025-12-05 10:45:00
6.87,6.87,6.87,6.86,0.0,0.0,1292,886824.0,0.15,0.02,2025-12-05 10:50:00
6.87,6.88,6.88,6.86,0.15,0.01,468,321621.0,0.29,0.01,2025-12-05 10:55:00
6.87,6.88,6.88,6.86,0.0,0.0,1003,689037.0,0.29,0.02,2025-12-05 11:00:00
6.88,6.87,6.88,6.87,-0.15,-0.01,390,267949.0,0.15,0.01,2025-12-05 11:05:00
6.87,6.87,6.88,6.86,0.0,0.0,215,147704.0,0.29,0.0,2025-12-05 11:10:00
6.88,6.89,6.89,6.87,0.29,0.02,2362,1624788.0,0.29,0.04,2025-12-05 11:15:00
6.88,6.88,6.89,6.87,-0.15,-0.01,378,260098.0,0.29,0.01,2025-12-05 11:20:00
6.88,6.88,6.89,6.88,0.0,0.0,793,545635.0,0.15,0.01,2025-12-05 11:25:00
