股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
002624,19.45,18.87,19.5,18.6,538651,1017851714.85,4.63,-2.98,-0.58,2.95,2025-09-22
002624,18.81,18.57,19.08,18.12,530665,984600385.66,5.09,-1.59,-0.3,2.9,2025-09-23
002624,18.47,19.05,19.15,18.3,464573,872323995.17,4.58,2.58,0.48,2.54,2025-09-24
002624,19.1,19.75,20.35,19.09,742801,1482064705.54,6.61,3.67,0.7,4.06,2025-09-25
002624,19.5,19.19,19.74,19.1,559074,1088537713.86,3.24,-2.84,-0.56,3.06,2025-09-26
002624,19.05,19.16,19.47,18.81,355176,681046120.96,3.44,-0.16,-0.03,1.94,2025-09-29
002624,19.25,19.16,19.35,18.66,351439,671099441.2,3.6,0.0,0.0,1.92,2025-09-30
002624,19.07,18.49,19.17,18.15,569404,1052923692.71,5.32,-3.5,-0.67,3.12,2025-10-09
002624,18.4,17.82,18.76,17.71,395722,715202507.28,5.68,-3.62,-0.67,2.17,2025-10-10
002624,17.11,17.66,18.05,17.0,381933,673089770.36,5.89,-0.9,-0.16,2.09,2025-10-13
002624,17.75,17.15,18.1,17.1,342838,600985969.31,5.66,-2.89,-0.51,1.88,2025-10-14
002624,17.2,17.4,17.43,16.5,364473,625178398.06,5.42,1.46,0.25,1.99,2025-10-15
002624,17.33,16.94,17.45,16.9,289544,495250394.98,3.16,-2.64,-0.46,1.58,2025-10-16
002624,16.87,16.58,17.09,16.55,287105,478879176.63,3.19,-2.13,-0.36,1.57,2025-10-17
002624,16.8,17.02,17.17,16.72,291415,494966517.67,2.71,2.65,0.44,1.59,2025-10-20
002624,17.0,17.16,17.23,16.88,292508,499444629.59,2.06,0.82,0.14,1.6,2025-10-21
002624,17.08,17.22,17.43,17.02,146493,252804059.78,2.39,0.35,0.06,0.8,2025-10-22
