股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
000532,14.72,14.93,14.98,14.68,57755,85813874.0,2.04,1.5,0.22,1.68,2025-09-22
000532,14.9,14.55,14.92,14.14,94430,136214569.85,5.22,-2.55,-0.38,2.75,2025-09-23
000532,14.54,14.98,14.99,14.42,81175,120253995.0,3.92,2.96,0.43,2.36,2025-09-24
000532,14.99,14.71,15.0,14.67,64497,95430088.0,2.2,-1.8,-0.27,1.88,2025-09-25
000532,14.65,14.51,14.73,14.5,43810,63970752.55,1.56,-1.36,-0.2,1.28,2025-09-26
000532,14.51,14.77,14.88,14.28,67075,98310661.66,4.14,1.79,0.26,1.95,2025-09-29
000532,14.77,14.71,14.9,14.7,46255,68369935.92,1.35,-0.41,-0.06,1.35,2025-09-30
000532,14.77,14.66,14.8,14.57,60779,89176981.26,1.56,-0.34,-0.05,1.77,2025-10-09
000532,14.6,14.68,14.75,14.5,52192,76420892.59,1.71,0.14,0.02,1.52,2025-10-10
000532,14.35,14.48,14.49,14.02,60487,86607038.0,3.2,-1.36,-0.2,1.76,2025-10-13
000532,14.49,14.41,14.68,14.38,52475,76389735.0,2.07,-0.48,-0.07,1.53,2025-10-14
000532,14.41,14.45,14.54,14.27,45724,65811354.0,1.87,0.28,0.04,1.33,2025-10-15
000532,14.39,14.12,14.45,14.04,64005,90738195.0,2.84,-2.28,-0.33,1.86,2025-10-16
000532,13.91,13.57,13.94,13.56,77041,105787981.0,2.69,-3.9,-0.55,2.24,2025-10-17
000532,13.75,13.87,13.88,13.66,46940,64764838.0,1.62,2.21,0.3,1.37,2025-10-20
000532,13.87,14.16,14.17,13.8,48881,68730600.29,2.67,2.09,0.29,1.42,2025-10-21
000532,14.1,14.19,14.29,14.07,21774,30889668.0,1.55,0.21,0.03,0.63,2025-10-22
