股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
002878,19.05,18.97,19.27,18.7,147987,279591075.76,2.95,-1.91,-0.37,6.27,2025-09-22
002878,18.9,18.09,18.92,17.65,180599,328559710.22,6.69,-4.64,-0.88,7.65,2025-09-23
002878,17.95,18.24,18.32,17.79,100814,182542589.18,2.93,0.83,0.15,4.27,2025-09-24
002878,18.18,18.31,18.72,18.1,122425,225774823.3,3.4,0.38,0.07,5.19,2025-09-25
002878,18.2,17.82,18.3,17.8,100799,180988779.32,2.73,-2.68,-0.49,4.27,2025-09-26
002878,17.96,17.61,17.96,17.39,88936,156488146.0,3.2,-1.18,-0.21,3.77,2025-09-29
002878,17.77,17.79,18.04,17.68,73414,130786388.0,2.04,1.02,0.18,3.11,2025-09-30
002878,18.01,18.27,18.36,17.96,127117,231571765.0,2.25,2.7,0.48,5.39,2025-10-09
002878,18.16,17.96,18.16,17.86,78264,140848559.65,1.64,-1.7,-0.31,3.32,2025-10-10
002878,17.1,17.6,17.65,16.7,86036,149360902.11,5.29,-2.0,-0.36,3.65,2025-10-13
002878,17.6,17.33,17.8,17.25,74815,131049570.94,3.13,-1.53,-0.27,3.17,2025-10-14
002878,17.33,17.59,17.6,17.16,66450,116081183.0,2.54,1.5,0.26,2.82,2025-10-15
002878,17.5,17.36,17.55,17.26,51335,89344020.0,1.65,-1.31,-0.23,2.18,2025-10-16
002878,17.4,17.06,17.44,17.05,48096,82897961.0,2.25,-1.73,-0.3,2.04,2025-10-17
002878,17.14,17.36,17.39,17.14,46689,80754552.0,1.47,1.76,0.3,1.98,2025-10-20
002878,17.37,17.62,17.7,17.28,56774,99534842.0,2.42,1.5,0.26,2.41,2025-10-21
002878,18.03,17.75,18.16,17.74,69577,124900532.45,2.38,0.74,0.13,2.95,2025-10-22
