股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
000713,7.01,6.94,7.01,6.92,82967,57708854.46,1.28,-1.0,-0.07,1.35,2025-09-22
000713,6.94,6.88,6.94,6.77,98733,67540551.73,2.45,-0.86,-0.06,1.61,2025-09-23
000713,6.86,6.9,6.91,6.83,68196,46926539.16,1.16,0.29,0.02,1.11,2025-09-24
000713,6.89,6.84,6.9,6.84,55997,38418009.6,0.87,-0.87,-0.06,0.91,2025-09-25
000713,6.89,6.87,6.92,6.86,57871,39873228.5,0.88,0.44,0.03,0.94,2025-09-26
000713,6.85,6.83,6.86,6.78,66149,45095746.96,1.16,-0.58,-0.04,1.08,2025-09-29
000713,6.82,6.82,6.86,6.81,64684,44185736.88,0.73,-0.15,-0.01,1.05,2025-09-30
000713,6.82,6.87,6.87,6.81,63190,43243001.98,0.88,0.73,0.05,1.03,2025-10-09
000713,6.86,6.91,6.93,6.85,76062,52541195.96,1.16,0.58,0.04,1.24,2025-10-10
000713,7.09,7.0,7.17,6.99,227746,160939956.7,2.6,1.3,0.09,3.71,2025-10-13
000713,6.93,7.03,7.06,6.93,154816,108371637.84,1.86,0.43,0.03,2.52,2025-10-14
000713,7.01,6.97,7.01,6.88,97558,67866728.8,1.85,-0.85,-0.06,1.59,2025-10-15
000713,6.96,6.93,6.97,6.92,69358,48114735.14,0.72,-0.57,-0.04,1.13,2025-10-16
000713,6.97,6.94,7.0,6.92,88511,61579452.06,1.15,0.14,0.01,1.44,2025-10-17
000713,6.9,6.92,6.93,6.88,60503,41812982.35,0.72,-0.29,-0.02,0.99,2025-10-20
000713,6.92,6.97,6.98,6.89,78036,54125487.84,1.3,0.72,0.05,1.27,2025-10-21
000713,6.96,6.94,6.98,6.94,35443,24669816.0,0.57,-0.43,-0.03,0.58,2025-10-22
