股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,timestamps
688981,127.64,128.51,129.33,122.63,1441274,18120121818.0,5.2,-0.32,-0.41,7.21,2025-09-23
688981,126.88,134.98,137.98,126.23,1460948,19497523266.0,9.14,5.03,6.47,7.31,2025-09-24
688981,133.0,134.11,137.8,132.31,1032583,13953307668.0,4.07,-0.64,-0.87,5.16,2025-09-25
688981,132.71,132.27,135.95,131.2,912445,12181639386.0,3.54,-1.37,-1.84,4.56,2025-09-26
688981,131.0,136.02,136.02,129.16,1027207,13627566349.0,5.19,2.84,3.75,5.14,2025-09-29
688981,138.5,140.13,142.0,136.6,986229,13794113059.0,3.97,3.02,4.11,4.93,2025-09-30
688981,144.0,138.91,153.0,137.0,1662841,24249284345.0,11.42,-0.87,-1.22,8.32,2025-10-09
688981,134.87,127.95,134.94,127.17,1617421,21074152020.0,5.59,-7.89,-10.96,8.09,2025-10-10
688981,126.0,136.47,136.48,126.0,1402995,18642587057.0,8.19,6.66,8.52,7.02,2025-10-13
688981,136.96,127.2,137.8,125.8,1321004,17321652001.0,8.79,-6.79,-9.27,6.61,2025-10-14
688981,127.18,129.56,129.73,124.6,807987,10284318328.0,4.03,1.86,2.36,4.04,2025-10-15
688981,127.8,127.3,130.28,126.6,612311,7841134057.0,2.84,-1.74,-2.26,3.06,2025-10-16
688981,126.85,121.98,127.32,120.87,820529,10097285540.0,5.07,-4.18,-5.32,4.1,2025-10-17
688981,124.1,122.63,125.18,121.69,571239,7060333630.0,2.86,0.53,0.65,2.86,2025-10-20
688981,123.8,127.19,127.85,122.61,784151,9888217346.0,4.27,3.72,4.56,3.92,2025-10-21
688981,125.42,126.81,129.27,123.81,653954,8265031817.0,4.29,-0.3,-0.38,3.27,2025-10-22
688981,125.18,128.3,128.5,124.01,634264,8038110025.0,3.54,1.17,1.49,3.17,2025-10-23
