open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,timestamps
6.9,6.92,6.93,6.88,-0.29,-0.02,19964,13789234.0,0.72,0.33,2025-10-20 09:45:00
6.92,6.91,6.93,6.91,-0.14,-0.01,4531,3132445.0,0.29,0.07,2025-10-20 10:00:00
6.91,6.91,6.93,6.91,0.0,0.0,4816,3330823.0,0.29,0.08,2025-10-20 10:15:00
6.91,6.92,6.92,6.91,0.14,0.01,2429,1678669.0,0.14,0.04,2025-10-20 10:30:00
6.92,6.91,6.93,6.91,-0.14,-0.01,1561,1080873.0,0.29,0.03,2025-10-20 10:45:00
6.91,6.91,6.93,6.91,0.0,0.0,3246,2245912.0,0.29,0.05,2025-10-20 11:00:00
6.91,6.92,6.92,6.91,0.14,0.01,1297,896716.0,0.14,0.02,2025-10-20 11:15:00
6.92,6.91,6.93,6.91,0.0,0.0,1046,723570.0,0.29,0.02,2025-10-20 13:15:00
6.92,6.93,6.93,6.91,0.29,0.02,1928,1333452.0,0.29,0.03,2025-10-20 13:30:00
6.92,6.91,6.93,6.91,-0.29,-0.02,761,526050.0,0.29,0.01,2025-10-20 13:45:00
6.91,6.91,6.92,6.91,0.0,0.0,2647,1830688.0,0.14,0.04,2025-10-20 14:00:00
6.91,6.91,6.92,6.91,0.0,0.0,1369,946071.0,0.14,0.02,2025-10-20 14:15:00
6.91,6.91,6.91,6.9,0.0,0.0,5378,3713463.0,0.14,0.09,2025-10-20 14:30:00
6.9,6.91,6.92,6.9,0.0,0.0,5481,3785170.0,0.29,0.09,2025-10-20 14:45:00
6.92,6.92,6.92,6.91,0.14,0.01,3273,2263549.0,0.14,0.05,2025-10-20 15:00:00
6.92,6.91,6.93,6.89,-0.14,-0.01,6720,4639928.0,0.58,0.11,2025-10-21 09:45:00
6.91,6.9,6.91,6.9,-0.14,-0.01,5311,3666991.0,0.14,0.09,2025-10-21 10:00:00
6.9,6.9,6.91,6.9,0.0,0.0,6265,4324408.0,0.14,0.1,2025-10-21 10:15:00
6.91,6.91,6.92,6.9,0.14,0.01,4820,3329879.0,0.29,0.08,2025-10-21 10:30:00
6.91,6.91,6.92,6.91,0.0,0.0,1981,1369514.0,0.14,0.03,2025-10-21 10:45:00
6.91,6.92,6.92,6.91,0.14,0.01,3447,2383171.0,0.14,0.06,2025-10-21 11:00:00
6.91,6.93,6.93,6.91,0.14,0.01,3955,2737723.0,0.29,0.06,2025-10-21 11:15:00
6.93,6.93,6.94,6.92,0.0,0.0,2762,1914385.0,0.29,0.04,2025-10-21 13:15:00
6.93,6.93,6.94,6.92,0.0,0.0,2150,1491271.0,0.29,0.04,2025-10-21 13:30:00
6.93,6.94,6.95,6.93,0.14,0.01,6100,4235971.0,0.29,0.1,2025-10-21 13:45:00
6.95,6.95,6.96,6.94,0.14,0.01,4479,3113661.0,0.29,0.07,2025-10-21 14:00:00
6.95,6.95,6.95,6.94,0.0,0.0,1154,801816.0,0.14,0.02,2025-10-21 14:15:00
6.95,6.97,6.97,6.94,0.29,0.02,7166,4985329.0,0.43,0.12,2025-10-21 14:30:00
6.96,6.96,6.98,6.96,-0.14,-0.01,10200,7110280.0,0.29,0.17,2025-10-21 14:45:00
6.97,6.97,6.98,6.96,0.14,0.01,8786,6122621.0,0.29,0.14,2025-10-21 15:00:00
6.96,6.97,6.98,6.95,0.0,0.0,9303,6481849.0,0.43,0.15,2025-10-22 09:45:00
6.96,6.97,6.97,6.96,0.0,0.0,6976,4860321.0,0.14,0.11,2025-10-22 10:00:00
6.97,6.96,6.97,6.96,-0.14,-0.01,4027,2803936.0,0.14,0.07,2025-10-22 10:15:00
6.96,6.97,6.97,6.95,0.14,0.01,4622,3216912.0,0.29,0.08,2025-10-22 10:30:00
6.96,6.95,6.97,6.95,-0.29,-0.02,2514,1748206.0,0.29,0.04,2025-10-22 10:45:00
6.95,6.95,6.96,6.95,0.0,0.0,938,651988.0,0.14,0.02,2025-10-22 11:00:00
6.95,6.95,6.95,6.94,0.0,0.0,5170,3591694.0,0.14,0.08,2025-10-22 11:15:00
