open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,timestamps
20.76,20.85,20.93,20.65,2.21,0.45,103699,215679773.0,1.37,0.42,2025-10-20 09:45:00
20.87,21.1,21.17,20.8,1.2,0.25,78120,164037832.0,1.77,0.32,2025-10-20 10:00:00
21.1,20.99,21.12,20.94,-0.52,-0.11,42035,88428991.0,0.85,0.17,2025-10-20 10:15:00
20.98,20.85,21.03,20.83,-0.67,-0.14,29050,60777686.0,0.95,0.12,2025-10-20 10:30:00
20.88,20.97,21.0,20.86,0.58,0.12,20021,41944647.0,0.67,0.08,2025-10-20 10:45:00
20.97,20.85,21.02,20.83,-0.57,-0.12,15846,33138192.0,0.91,0.06,2025-10-20 11:00:00
20.86,20.81,20.87,20.78,-0.19,-0.04,16510,34357469.0,0.43,0.07,2025-10-20 11:15:00
20.84,20.61,20.84,20.6,-1.1,-0.23,37670,77975004.0,1.15,0.15,2025-10-20 13:15:00
20.61,20.55,20.63,20.52,-0.29,-0.06,33143,68209899.0,0.53,0.14,2025-10-20 13:30:00
20.56,20.56,20.63,20.53,0.05,0.01,16726,34424358.0,0.49,0.07,2025-10-20 13:45:00
20.56,20.6,20.62,20.55,0.19,0.04,9968,20522702.0,0.34,0.04,2025-10-20 14:00:00
20.59,20.53,20.61,20.51,-0.34,-0.07,21915,45040140.0,0.49,0.09,2025-10-20 14:15:00
20.53,20.56,20.61,20.51,0.15,0.03,15125,31098085.0,0.49,0.06,2025-10-20 14:30:00
20.56,20.62,20.62,20.51,0.29,0.06,21822,44858311.0,0.54,0.09,2025-10-20 14:45:00
20.62,20.6,20.63,20.56,-0.1,-0.02,31592,65079116.0,0.34,0.13,2025-10-20 15:00:00
20.77,20.85,20.92,20.7,1.21,0.25,54339,113034194.0,1.07,0.22,2025-10-21 09:45:00
20.87,20.81,21.03,20.77,-0.19,-0.04,77519,162129599.0,1.25,0.32,2025-10-21 10:00:00
20.8,20.84,20.92,20.77,0.14,0.03,31702,66010915.0,0.72,0.13,2025-10-21 10:15:00
20.84,20.91,20.92,20.8,0.34,0.07,25543,53279433.0,0.58,0.1,2025-10-21 10:30:00
20.91,20.99,21.03,20.89,0.38,0.08,57883,121351660.0,0.67,0.24,2025-10-21 10:45:00
20.99,20.93,20.99,20.86,-0.29,-0.06,28035,58633741.0,0.62,0.11,2025-10-21 11:00:00
20.93,20.99,21.14,20.91,0.29,0.06,65259,137207942.0,1.1,0.27,2025-10-21 11:15:00
20.96,20.99,21.04,20.91,0.05,0.01,34613,72572666.0,0.62,0.14,2025-10-21 13:15:00
20.99,20.91,21.01,20.91,-0.38,-0.08,28212,59150088.0,0.48,0.12,2025-10-21 13:30:00
20.9,20.84,20.98,20.83,-0.33,-0.07,28083,58671698.0,0.72,0.11,2025-10-21 13:45:00
20.84,20.98,20.98,20.83,0.67,0.14,24997,52249588.0,0.72,0.1,2025-10-21 14:00:00
20.98,21.03,21.12,20.98,0.24,0.05,58668,123614008.0,0.67,0.24,2025-10-21 14:15:00
21.04,20.97,21.06,20.97,-0.29,-0.06,30695,64515141.0,0.43,0.13,2025-10-21 14:30:00
20.97,21.0,21.04,20.97,0.14,0.03,28540,59960991.0,0.33,0.12,2025-10-21 14:45:00
21.0,20.99,21.01,20.96,-0.05,-0.01,42468,89138900.0,0.24,0.17,2025-10-21 15:00:00
21.3,20.85,21.36,20.62,-0.67,-0.14,158346,332185303.0,3.53,0.65,2025-10-22 09:45:00
20.87,20.84,20.93,20.75,-0.05,-0.01,49657,103572897.0,0.86,0.2,2025-10-22 10:00:00
20.84,20.89,20.96,20.8,0.24,0.05,34138,71238069.0,0.77,0.14,2025-10-22 10:15:00
20.9,21.1,21.1,20.86,1.01,0.21,50054,104969938.0,1.15,0.2,2025-10-22 10:30:00
21.1,21.05,21.1,20.99,-0.24,-0.05,23812,50081735.0,0.52,0.1,2025-10-22 10:45:00
21.03,20.99,21.06,20.96,-0.29,-0.06,22249,46729073.0,0.48,0.09,2025-10-22 11:00:00
20.97,20.95,21.0,20.9,-0.19,-0.04,13427,28134628.0,0.48,0.05,2025-10-22 11:15:00
