open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,timestamps
49.32,50.29,50.47,47.83,1.45,0.72,136125,671549969.0,5.33,1.88,2025-10-20 09:45:00
50.35,49.72,50.4,49.62,-1.13,-0.57,44605,223359762.0,1.55,0.62,2025-10-20 10:00:00
49.72,49.7,50.08,49.57,-0.04,-0.02,32436,161607224.0,1.03,0.45,2025-10-20 10:15:00
49.69,48.92,49.8,48.92,-1.57,-0.78,46246,227817587.0,1.77,0.64,2025-10-20 10:30:00
48.95,49.03,49.29,48.9,0.22,0.11,30369,148872237.0,0.8,0.42,2025-10-20 10:45:00
49.01,48.81,49.17,48.62,-0.45,-0.22,28738,140396128.0,1.12,0.4,2025-10-20 11:00:00
48.81,48.59,48.93,48.36,-0.45,-0.22,33293,161607226.0,1.17,0.46,2025-10-20 11:15:00
48.75,48.46,48.83,48.41,-0.62,-0.3,16064,78076500.0,0.86,0.22,2025-10-20 13:15:00
48.45,48.2,48.45,48.0,-0.54,-0.26,30662,147754299.0,0.93,0.42,2025-10-20 13:30:00
48.19,48.17,48.37,48.0,-0.06,-0.03,20114,96836627.0,0.77,0.28,2025-10-20 13:45:00
48.18,48.52,48.77,48.17,0.73,0.35,21645,105041401.0,1.25,0.3,2025-10-20 14:00:00
48.52,48.09,48.6,48.07,-0.89,-0.43,12982,62762563.0,1.09,0.18,2025-10-20 14:15:00
48.09,48.07,48.11,48.01,-0.04,-0.02,21336,102503352.0,0.21,0.29,2025-10-20 14:30:00
48.08,48.28,48.4,48.03,0.44,0.21,21440,103287694.0,0.77,0.3,2025-10-20 14:45:00
48.29,48.31,48.32,48.19,0.06,0.03,34234,165299758.0,0.27,0.47,2025-10-20 15:00:00
48.07,47.97,49.17,47.63,-0.7,-0.34,90411,434838383.0,3.19,1.25,2025-10-21 09:45:00
47.95,48.09,48.15,47.75,0.25,0.12,38625,184984452.0,0.83,0.53,2025-10-21 10:00:00
48.09,48.03,48.09,47.78,-0.12,-0.06,27139,129986193.0,0.64,0.37,2025-10-21 10:15:00
48.02,48.55,48.91,48.0,1.08,0.52,47976,232929967.0,1.89,0.66,2025-10-21 10:30:00
48.56,48.64,48.74,48.48,0.19,0.09,18841,91590068.0,0.54,0.26,2025-10-21 10:45:00
48.64,48.35,48.66,48.3,-0.6,-0.29,15218,73733016.0,0.74,0.21,2025-10-21 11:00:00
48.35,48.51,48.57,48.34,0.33,0.16,9946,48225350.0,0.48,0.14,2025-10-21 11:15:00
48.6,48.59,48.79,48.5,-0.02,-0.01,13883,67512505.0,0.6,0.19,2025-10-21 13:15:00
48.59,48.96,48.98,48.57,0.76,0.37,18514,90215298.0,0.84,0.26,2025-10-21 13:30:00
48.93,48.78,48.93,48.63,-0.37,-0.18,16287,79431798.0,0.61,0.22,2025-10-21 13:45:00
48.79,48.82,48.94,48.79,0.08,0.04,14095,68857165.0,0.31,0.19,2025-10-21 14:00:00
48.81,48.95,48.97,48.8,0.27,0.13,14291,69867641.0,0.35,0.2,2025-10-21 14:15:00
48.95,48.86,48.96,48.79,-0.18,-0.09,13183,64428957.0,0.35,0.18,2025-10-21 14:30:00
48.86,48.88,48.9,48.81,0.04,0.02,15713,76771200.0,0.18,0.22,2025-10-21 14:45:00
48.89,48.88,48.91,48.84,0.0,0.0,34084,166607610.0,0.14,0.47,2025-10-21 15:00:00
48.5,47.91,48.88,47.8,-1.98,-0.97,65291,314929674.0,2.21,0.9,2025-10-22 09:45:00
47.93,48.38,48.8,47.92,0.98,0.47,27986,135292943.0,1.84,0.39,2025-10-22 10:00:00
48.38,48.69,48.7,48.25,0.64,0.31,15452,74773403.0,0.93,0.21,2025-10-22 10:15:00
48.69,48.62,48.8,48.45,-0.14,-0.07,11781,57236360.0,0.72,0.16,2025-10-22 10:30:00
48.62,48.45,48.63,48.39,-0.35,-0.17,9394,45536465.0,0.49,0.13,2025-10-22 10:45:00
48.45,48.06,48.46,48.03,-0.8,-0.39,15132,73017016.0,0.89,0.21,2025-10-22 11:00:00
48.09,48.01,48.1,47.94,-0.1,-0.05,14770,70920225.0,0.33,0.2,2025-10-22 11:15:00
